task_type	prefix	duration	video	question	answer	candidates	index	prediction
plotQA	video/1_plotQA	415.0	movie101_36.mp4	What color is the top worn by the woman holding a white cloth in her hand?	Green	['Yellow', 'Red', 'Green', 'Black']	481	(C) Green
topic_reasoning	video/7_topic_reasoning	415.0	movie101_36.mp4	What is the setting of the scene in the video?	City	['City', 'Island', 'Snowy Mountain', 'Forest']	1921	(C) Snowy Mountain
plotQA	video/1_plotQA	252.0	movie101_81.mp4	Where is the wedding in the video held?	Church	['Forest', 'Beach', 'Desert', 'Church']	127	(D) Church
plotQA	video/1_plotQA	252.0	movie101_81.mp4	What color is the woman's dress at the beginning of the video?	Pink	['Black', 'Blue', 'Pink', 'White']	152	(C) Pink
plotQA	video/1_plotQA	252.0	movie101_81.mp4	What is the woman doing at the end of the video?	Drinking	['Eating', 'Playing', 'Drinking', 'Sleeping']	306	(A) Eating
topic_reasoning	video/7_topic_reasoning	252.0	movie101_81.mp4	In what setting does the entire video take place?	Wedding	['Amusement park', 'Library', 'Wedding', 'School']	2013	(C) Wedding
topic_reasoning	video/7_topic_reasoning	252.0	movie101_81.mp4	What type of film is this?	Romance	['Action', 'Romance', 'Thriller', 'Mystery']	2020	(B) Romance
plotQA	video/1_plotQA	303.0	tomjerry_3.mp4	How did the cartoon cat drink milk?	Drinking with a straw	['Drinking while standing', 'Drinking while sitting', 'Drinking from a cup', 'Drinking with a straw']	129	(C) Drinking from a cup
plotQA	video/1_plotQA	303.0	tomjerry_3.mp4	What did the delivery man deliver?	A kitten	['Ham', 'Fish meat', 'Toy', 'A kitten']	307	(A) Ham
plotQA	video/1_plotQA	303.0	tomjerry_3.mp4	What was the cartoon mouse tied up with by the cartoon cat?	Black thread	['Black thread', 'Blue thread', 'White thread', 'Red thread']	482	(A) Black thread
plotQA	video/1_plotQA	303.0	tomjerry_3.mp4	What did the cartoon cat put under the carpet?	Tomato	['Cucumber', 'Tomato', 'Onion', 'Potato']	515	(B) Tomato
plotQA	video/1_plotQA	477.0	movie101_19.mp4	What kind of animal are the people in the video leading?	Dog	['Dog', 'Pig', 'Sheep', 'Tiger']	130	(A) Dog
plotQA	video/1_plotQA	477.0	movie101_19.mp4	How many people are interacting at the staircase?	Three	['Four', 'Two', 'Five', 'Three']	153	(D) Three
plotQA	video/1_plotQA	477.0	movie101_19.mp4	What color is the flower field at the end of the video?	Yellow	['Red', 'Green', 'Yellow', 'Blue']	194	(C) Yellow
plotQA	video/1_plotQA	477.0	movie101_19.mp4	What color is the car in the video?	Black	['White', 'Blue', 'Red', 'Black']	308	(D) Black
topic_reasoning	video/7_topic_reasoning	477.0	movie101_19.mp4	What genre of movie does the scene in the video belong to?	Action	['Action', 'Science Fiction', 'Comedy', 'Documentary']	1983	(A) Action
plotQA	video/1_plotQA	763.0	movie101_26.mp4	What color is the safety helmet the worker in the video is wearing?	Yellow	['Blue', 'Yellow', 'Green', 'Red']	131	(B) Yellow
plotQA	video/1_plotQA	763.0	movie101_26.mp4	What color are the glasses the man in the video is wearing?	Black	['Red', 'Black', 'Green', 'Blue']	154	(B) Black
plotQA	video/1_plotQA	763.0	movie101_26.mp4	What shape of musical instrument is the building in the video?	Guitar	['Flute', 'Guzheng', 'Erhu', 'Guitar']	309	(D) Guitar
plotQA	video/1_plotQA	763.0	movie101_26.mp4	What color is the pajamas the little girl in the movie is wearing?	Pink	['Green', 'Blue', 'Red', 'Pink']	517	(D) Pink
topic_reasoning	video/7_topic_reasoning	763.0	movie101_26.mp4	What is the genre of this movie clip?	Documentary Drama	['War', 'Documentary Drama', 'Horror', 'Comedy']	2026	(D) Comedy
plotQA	video/1_plotQA	626.0	movie101_64.mp4	What is the girl's emotion in the elevator?	Crying	['Joy', 'Crying', 'Anger', 'Neutral']	132	(B) Crying
plotQA	video/1_plotQA	626.0	movie101_64.mp4	What mode of transportation do the boy and girl use to go to school in the movie?	Bicycle	['Electric scooter', 'Bus', 'Subway', 'Bicycle']	133	(D) Bicycle
plotQA	video/1_plotQA	626.0	movie101_64.mp4	What kind of food does the girl bring at the beginning of the movie?	Steamed bun	['Porridge', 'Rice', 'Cake', 'Steamed bun']	136	(D) Steamed bun
plotQA	video/1_plotQA	713.0	movie101_9.mp4	What color is the wild boar in the video?	Black	['White', 'Black', 'Yellow', 'Red']	137	(B) Black
plotQA	video/1_plotQA	713.0	movie101_9.mp4	What is inside the can in the forest?	Grains and water	['Insects', 'Grains and water', 'Meat', 'Candies']	315	(B) Grains and water
plotQA	video/1_plotQA	713.0	movie101_9.mp4	What does the man use the fire for in the video?	Building a wall	['Lighting', 'Barbecue', 'Making a bonfire', 'Building a wall']	464	(D) Building a wall
plotQA	video/1_plotQA	713.0	movie101_9.mp4	What color is the child's hair in the video?	Black	['Yellow', 'Red', 'White', 'Black']	484	(D) Black
plotQA	video/1_plotQA	364.0	xiaoliyu_2.mp4	Who took the purple glowing shell?	Lobster	['Carp', 'Lobster', 'Turtle', 'Frog']	138	(D) Frog
plotQA	video/1_plotQA	364.0	xiaoliyu_2.mp4	Why did the frog faint?	It was knocked out by a conch	['It was poisoned by a conch', 'It was knocked out by a conch', 'It was angered by a conch', 'It was scared by a conch']	139	(A) It was poisoned by a conch
plotQA	video/1_plotQA	364.0	xiaoliyu_2.mp4	What does the lobster use to hang the frog upside down?	Antennae	['Hand', 'Seaweed', 'Rope', 'Antennae']	142	(C) Rope
plotQA	video/1_plotQA	364.0	xiaoliyu_2.mp4	What does the cartoon frog use to take something from the cartoon seahorse's hand?	Tongue	['Tongue', 'Head', 'Hand', 'Foot']	211	(A) Tongue
topic_reasoning	video/7_topic_reasoning	364.0	xiaoliyu_2.mp4	What is the background of the video?	Under the sea	['Under the sea', 'Beach', 'Desert', 'Forest']	1936	(A) Under the sea
topic_reasoning	video/7_topic_reasoning	364.0	xiaoliyu_2.mp4	What is the protagonist in the video?	Marine animal	['Marine animal', 'Bird', 'Bear', 'Dinosaur']	1980	(A) Marine animal
plotQA	video/1_plotQA	482.0	movie101_29.mp4	What musical instrument appears in the movie?	Guqin	['Guqin', 'Harp', 'Pipa', 'Erhu']	145	(A) Guqin
plotQA	video/1_plotQA	482.0	movie101_29.mp4	What color is the hat the man in the movie is wearing?	Black	['Blue', 'White', 'Black', 'Green']	331	(C) Black
plotQA	video/1_plotQA	482.0	movie101_29.mp4	How many men are being treated for injuries in the video?	Two	['Three', 'One', 'Four', 'Two']	476	(D) Two
plotQA	video/1_plotQA	482.0	movie101_29.mp4	How many women appear in the video?	Two	['Four', 'Two', 'Three', 'One']	499	(B) Two
topic_reasoning	video/7_topic_reasoning	482.0	movie101_29.mp4	What kind of weather is depicted in the video?	Sunny	['Foggy', 'Rainy', 'Snowy', 'Sunny']	1967	(B) Rainy
plotQA	video/1_plotQA	338.0	movie101_52.mp4	What preparation did the soldiers in the camp make to fight against the enemy's tanks?	They rolled out a cannon to fight	['They ran away quickly', 'They lay down to hide', 'They rolled out a cannon to fight', 'They set up a machine gun']	148	(C) They rolled out a cannon to fight
plotQA	video/1_plotQA	338.0	movie101_52.mp4	At the beginning of the video, what are the two soldiers looking for on the battlefield?	A watch	['A letter', 'A watch', 'A shoe', 'A belt']	339	(B) A watch
plotQA	video/1_plotQA	338.0	movie101_52.mp4	What is the fate of the person who found the watch?	He is shot down by an enemy hiding in the dark	['He hides in a trench', 'He retreats safely', 'He is knocked down by a bomb', 'He is shot down by an enemy hiding in the dark']	509	(C) He is knocked down by a bomb
topic_reasoning	video/7_topic_reasoning	338.0	movie101_52.mp4	What season is it in the video?	Winter	['Summer', 'Spring', 'Autumn', 'Winter']	1918	(D) Winter
plotQA	video/1_plotQA	335.0	movie101_22.mp4	What is the shape of the building in the video?	A large Buddha	['An elephant', 'A person', 'A large Buddha', 'A cow']	150	(C) A large Buddha
plotQA	video/1_plotQA	335.0	movie101_22.mp4	What color is the background of the mural in the video?	Gold	['Yellow', 'Black', 'Gold', 'Green']	336	(C) Gold
plotQA	video/1_plotQA	335.0	movie101_22.mp4	What animal is pulling the gears in the video?	Horse	['Horse', 'Donkey', 'Sheep', 'Cow']	511	(A) Horse
plotQA	video/1_plotQA	335.0	movie101_22.mp4	What color is the hat worn by the person in the video?	Black	['Black', 'White', 'Blue', 'Red']	531	(A) Black
topic_reasoning	video/7_topic_reasoning	335.0	movie101_22.mp4	What type of movie is the scene in the video from?	Historical drama	['Horror', 'Comedy', 'Historical drama', 'Science fiction']	1961	(C) Historical drama
topic_reasoning	video/7_topic_reasoning	335.0	movie101_22.mp4	What is the weather in the scene of the video?	Sunny	['Sunny', 'Snowy', 'Foggy', 'Rainy']	1994	(A) Sunny
plotQA	video/1_plotQA	423.0	movie101_110.mp4	In the red corridor, what scene is shown in the video?	Conversation	['Eating', 'Conversation', 'Playing', 'Fighting']	155	(B) Conversation
plotQA	video/1_plotQA	423.0	movie101_110.mp4	When a man holding a black object and a woman are talking at the red door, what emotion does the man show?	Excited	['Happy', 'Excited', 'Surprised', 'Neutral']	340	(A) Happy
plotQA	video/1_plotQA	423.0	movie101_110.mp4	At the beginning of the video, why is water sprayed on the face of a woman in pain?	Because they are acting	['Washing face', 'Rinsing a wound', 'Execution', 'Because they are acting']	485	(D) Because they are acting
plotQA	video/1_plotQA	560.0	movie101_85.mp4	What is the woman doing by the river at the beginning of the video?	Weaving	['Grooming', 'Drinking water', 'Weaving', 'Playing']	156	(C) Weaving
plotQA	video/1_plotQA	560.0	movie101_85.mp4	How many horses are there by the river at the beginning of the video?	8	['7', '6', '9', '8']	181	(B) 6
plotQA	video/1_plotQA	560.0	movie101_85.mp4	What does the little girl in red turn into?	Dolphin	['Cat', 'Dolphin', 'Dog', 'Shark']	341	(B) Dolphin
topic_reasoning	video/7_topic_reasoning	560.0	movie101_85.mp4	What type of film is this?	Animation	['Mystery', 'Animation', 'Action', 'Comedy']	2022	(B) Animation
topic_reasoning	video/7_topic_reasoning	560.0	movie101_85.mp4	What is the main setting shown in the video?	Ocean	['City', 'Desert', 'Forest', 'Ocean']	2122	(D) Ocean
plotQA	video/1_plotQA	750.0	movie101_8.mp4	When does the scene at the end of the video take place?	Night	['Morning', 'Dusk', 'Noon', 'Night']	157	(D) Night
plotQA	video/1_plotQA	750.0	movie101_8.mp4	What is the color of the child's hair in the video?	Black	['Black', 'Green', 'Red', 'Blue']	345	(A) Black
plotQA	video/1_plotQA	750.0	movie101_8.mp4	Where does the fight at the beginning of the video take place?	In the forest	['On the island', 'In the desert', 'On the grassland', 'In the forest']	455	(C) On the grassland
plotQA	video/1_plotQA	750.0	movie101_8.mp4	What color is the fur of the little monster in the video?	Green	['Green', 'Blue', 'Red', 'Yellow']	519	(A) Green
topic_reasoning	video/7_topic_reasoning	750.0	movie101_8.mp4	What is the weather in the video scene?	Sunny	['Rainy', 'Sunny', 'Foggy', 'Snowy']	1940	(B) Sunny
plotQA	video/1_plotQA	451.0	en_tv_29.mp4	What color is the sweater of the old man talking to the woman at the beginning of the video?	Purple	['Black', 'Purple', 'Green', 'White']	158	(B) Purple
plotQA	video/1_plotQA	451.0	en_tv_29.mp4	What piece of clothing appears for the old man after the scan?	Skirt	['Sweater', 'Skirt', 'Pants', 'T-shirt']	316	(B) Skirt
plotQA	video/1_plotQA	451.0	en_tv_29.mp4	What animal appears in the video?	Dinosaur	['Dog', 'Snake', 'Dinosaur', 'Cat']	342	(C) Dinosaur
plotQA	video/1_plotQA	491.0	en_tv_5.mp4	What happened to the woman in the sewer after she attacked the police?	She was washed away by the water	['Hit by an object', 'She was washed away by the water', 'Knocked out by someone', 'Taken away by someone']	162	(B) She was washed away by the water
plotQA	video/1_plotQA	491.0	en_tv_5.mp4	What happened to the woman who was washed away by the water?	Found and rescued by a man	['Bitten by a dog', 'Found and rescued by a man', 'Shot by a gun', 'Hit by an object']	324	(C) Shot by a gun
plotQA	video/1_plotQA	491.0	en_tv_5.mp4	What happened during the police search process?	Knocked down by a man and a woman	['Knocked down by a man and a woman', 'Hit by a car', 'Shot by a gun', 'Bitten by a dog']	347	(C) Shot by a gun
plotQA	video/1_plotQA	746.0	movie101_106.mp4	Why is the woman scared at the beginning of the video?	Because she is afraid of riding a horse	"['Because she is afraid of riding a horse', 'Because she is afraid of getting her clothes dirty', 'Because she might fall', ""Because she can't ride a horse""]"	163	(A) Because she is afraid of riding a horse
plotQA	video/1_plotQA	746.0	movie101_106.mp4	Why does the man in the bedroom run away in a hurry in the video?	Because a woman enters the bedroom	['Because a woman enters the bedroom', 'Flood', 'Earthquake', 'Fire']	325	(A) Because a woman enters the bedroom
plotQA	video/1_plotQA	746.0	movie101_106.mp4	What happens when the woman is taking a bath in the video?	A man barges in	['She falls', 'A man barges in', 'A fire breaks out', 'An earthquake occurs']	348	(B) A man barges in
topic_reasoning	video/7_topic_reasoning	746.0	movie101_106.mp4	What is the main setting of the video?	Palace	['Desert', 'Ocean', 'City', 'Palace']	1920	(D) Palace
topic_reasoning	video/7_topic_reasoning	746.0	movie101_106.mp4	What is the style of the characters' clothing in the video?	Ancient royal style	['Ancient royal style', 'Western style', 'Ethnic style', 'Exotic style']	1950	(A) Ancient royal style
plotQA	video/1_plotQA	456.0	movie101_13.mp4	What color is the box of money at the beginning of the video?	Red	['Blue', 'White', 'Red', 'Purple']	165	(C) Red
plotQA	video/1_plotQA	456.0	movie101_13.mp4	What color is the top that the little boy who picks up the box in the video wearing?	White	['Green', 'Purple', 'Blue', 'White']	237	(B) Purple
plotQA	video/1_plotQA	456.0	movie101_13.mp4	What color is the top that the little girl who picks up the box in the video wearing?	Purple	['Purple', 'Black', 'Red', 'White']	350	(A) Purple
plotQA	video/1_plotQA	456.0	movie101_13.mp4	What color is the hat that the man in the video wears when conducting business at the bank?	Black	['Green', 'Purple', 'Blue', 'Black']	417	(D) Black
plotQA	video/1_plotQA	445.0	movie101_68.mp4	How many people are in the snowy mountains at the beginning of the film?	4	['3', '2', '1', '4']	166	(A) 3
plotQA	video/1_plotQA	445.0	movie101_68.mp4	What color car hit the woman in the video?	Red	['Red', 'White', 'Blue', 'Black']	351	(A) Red
plotQA	video/1_plotQA	445.0	movie101_68.mp4	What animal approached the woman at the end of the video?	Dog	['Cat', 'Horse', 'Dog', 'Cow']	524	(C) Dog
topic_reasoning	video/7_topic_reasoning	445.0	movie101_68.mp4	What is the genre of this movie?	Comedy	['Romance', 'Comedy', 'Science Fiction', 'Mystery']	1981	(B) Comedy
topic_reasoning	video/7_topic_reasoning	445.0	movie101_68.mp4	In what environment does the story take place?	Snowy mountains	['Snowy mountains', 'Ocean', 'River', 'Forest']	2025	(A) Snowy mountains
plotQA	video/1_plotQA	308.0	tomjerry_8.mp4	Why did the cartoon cat's body become flat like a pancake?	It hit the wall	['It hit the door', 'It was crushed by a rock', 'It hit the wall', 'It was flattened by a stick']	171	(D) It was flattened by a stick
plotQA	video/1_plotQA	308.0	tomjerry_8.mp4	Why did the cartoon mouse stop running?	A white cartoon female mouse	['A white cartoon female mouse', 'Cartoon dog', 'Cartoon cat', 'Cartoon mouse police']	173	(C) Cartoon cat
plotQA	video/1_plotQA	308.0	tomjerry_8.mp4	What did the cartoon mouse grab when it fell from the building?	A hook	['A rope', 'A curtain', 'A power line', 'A hook']	282	(D) A hook
plotQA	video/1_plotQA	308.0	tomjerry_8.mp4	What did the cartoon cat use to catch the cartoon mouse in the end?	A hook	['A rope', 'A hook', 'A basin', 'A bucket']	458	(B) A hook
topic_reasoning	video/7_topic_reasoning	308.0	tomjerry_8.mp4	What type of video is this?	Cartoon animation	['Mystery', 'Romance', 'Science fiction', 'Cartoon animation']	1938	(D) Cartoon animation
topic_reasoning	video/7_topic_reasoning	308.0	tomjerry_8.mp4	What is the protagonist of the video?	A cartoon cat and a cartoon mouse	['Two cartoon cats', 'Two cartoon cats and two cartoon mice', 'Two cartoon cats and a cartoon mouse', 'A cartoon cat and a cartoon mouse']	2096	(D) A cartoon cat and a cartoon mouse
plotQA	video/1_plotQA	476.0	en_tv_39.mp4	What is the emotion of the woman who is making a phone call?	Angry	['Sad', 'Angry', 'Neutral', 'Happy']	172	(A) Sad
plotQA	video/1_plotQA	476.0	en_tv_39.mp4	What color is the clothing of the elderly person on the hospital bed in the video?	Blue	['Blue', 'Red', 'Black', 'Yellow']	337	(A) Blue
plotQA	video/1_plotQA	476.0	en_tv_39.mp4	What color is the man's clothing who sent the woman to the hospital?	Green	['Black', 'Green', 'Red', 'Grey']	358	(C) Red
topic_reasoning	video/7_topic_reasoning	476.0	en_tv_39.mp4	What type of film is this?	Comedy	['Thriller', 'Romance', 'Comedy', 'Science Fiction']	2084	(A) Thriller
topic_reasoning	video/7_topic_reasoning	476.0	en_tv_39.mp4	Where does the story of the video take place?	City	['Countryside', 'Desert', 'Seaside', 'City']	2112	(D) City
plotQA	video/1_plotQA	289.0	movie101_72.mp4	What color is the clothes of the man standing on the pole?	White	['Black', 'Yellow', 'White', 'Blue']	176	(C) White
plotQA	video/1_plotQA	289.0	movie101_72.mp4	Where does the man throw the woman?	On the boat	['On the boat', 'On the ground', 'On the tree', 'In the river']	179	(D) In the river
plotQA	video/1_plotQA	289.0	movie101_72.mp4	What color is the woman's dress at the beginning of the video?	Blue	['Red', 'White', 'Blue', 'Black']	180	(C) Blue
topic_reasoning	video/7_topic_reasoning	289.0	movie101_72.mp4	In what setting does the majority of the video take place?	Ancient Folk	['Ancient Folk', 'Modern City', 'Modern Rural', 'Ancient Palace']	1929	(A) Ancient Folk
plotQA	video/1_plotQA	361.0	haimian_10.mp4	What shape did the cartoon starfish trim the cartoon sponge into?	Cylindrical	['Square', 'Diamond', 'Round', 'Cylindrical']	178	(A) Square
plotQA	video/1_plotQA	361.0	haimian_10.mp4	What did the cartoon starfish make for the cartoon sponge using wood?	A pair of shoes	['A pair of pants', 'A toy', 'A pair of shoes', 'A piece of clothing']	205	(C) A pair of shoes
plotQA	video/1_plotQA	361.0	haimian_10.mp4	Why is the cartoon sponge going up and down in the air?	Because the cartoon starfish is running back and forth on the roof	['Because the cartoon sponge is looking for something on the roof', 'Because the cartoon sponge is dancing', 'Because the cartoon starfish is dancing', 'Because the cartoon starfish is running back and forth on the roof']	363	(D) Because the cartoon starfish is running back and forth on the roof
plotQA	video/1_plotQA	361.0	haimian_10.mp4	What is the reaction of the cartoon animals to the cartoon sponge hanging in the air?	Laughing	['Laughing', 'Panicking', 'Expressionless', 'Crying']	533	(B) Panicking
plotQA	video/1_plotQA	459.0	en_tv_14.mp4	What color is the bag on the table when the man and woman are chatting in the room?	Blue	['Blue', 'Yellow', 'White', 'Red']	182	(A) Blue
plotQA	video/1_plotQA	459.0	en_tv_14.mp4	What color is the man's shirt when two people are chatting in the room?	Black	['White', 'Black', 'Red', 'Yellow']	364	(B) Black
plotQA	video/1_plotQA	459.0	en_tv_14.mp4	What is the expression of the girl when she leaves the prison?	Angry	['Joyful', 'Neutral', 'Angry', 'Sad']	516	(C) Angry
plotQA	video/1_plotQA	459.0	en_tv_14.mp4	What color is the coat of the woman walking in the prison corridor?	Black	['Black', 'Yellow', 'Red', 'White']	535	(A) Black
topic_reasoning	video/7_topic_reasoning	459.0	en_tv_14.mp4	What is the setting of the clip in the video?	City	['Grassland', 'Snowy mountain', 'Island', 'City']	2091	(D) City
plotQA	video/1_plotQA	444.0	haimian_9.mp4	Where did the cartoon sponge and the cartoon starfish hide while talking?	In the mailbox	['In the mailbox', 'In the house', 'In the wooden box', 'In the car']	183	(C) In the wooden box
plotQA	video/1_plotQA	444.0	haimian_9.mp4	What did the cartoon sponge and the cartoon starfish buy in the store?	Ice Cream	['Ice Cream', 'Coke', 'Pizza', 'Burger']	298	(A) Ice Cream
plotQA	video/1_plotQA	444.0	haimian_9.mp4	What did the cartoon sponge squeeze onto the bread?	Juice from the cartoon jellyfish	['Juice from the cartoon jellyfish', 'Salad Dressing', 'Meat Sauce', 'Jam']	365	(A) Juice from the cartoon jellyfish
plotQA	video/1_plotQA	444.0	haimian_9.mp4	Where did the cartoon jellyfish attach itself on the cartoon sponge?	Back of the head	['Thigh', 'Back of the head', 'Top of the head', 'Arm']	536	(C) Top of the head
topic_reasoning	video/7_topic_reasoning	444.0	haimian_9.mp4	What type of video is this?	Cartoon	['Thriller', 'Mystery', 'Cartoon', 'Sci-Fi']	2039	(C) Cartoon
plotQA	video/1_plotQA	405.0	xiaoliyu_3.mp4	What did the cartoon dragon turn into after flying into the volcano?	Colorful gemstones	['Apple', 'Peach', 'Orange', 'Colorful gemstones']	184	(D) Colorful gemstones
plotQA	video/1_plotQA	405.0	xiaoliyu_3.mp4	What did the cartoon snake place on the ground?	An object with two horns in yellow and blue	['Peach', 'Orange', 'Apple', 'An object with two horns in yellow and blue']	186	(D) An object with two horns in yellow and blue
plotQA	video/1_plotQA	405.0	xiaoliyu_3.mp4	What did the cartoon dragon do when the lava flowed into the sea?	Flew into the volcano with the sea water wrapped around it	['Flew into the volcano with the sea water wrapped around it', 'Drink water', 'Eat snacks', 'Play ball']	187	(A) Flew into the volcano with the sea water wrapped around it
topic_reasoning	video/7_topic_reasoning	405.0	xiaoliyu_3.mp4	What type of video is this?	Cartoon animation	['Thriller', 'Cartoon animation', 'Mystery', 'Science fiction']	2002	(B) Cartoon animation
plotQA	video/1_plotQA	426.0	en_tv_20.mp4	In the movie, two people have a conflict in a room, what color are the walls in the room?	Red	['Green', 'White', 'Red', 'Yellow']	185	(C) Red
plotQA	video/1_plotQA	426.0	en_tv_20.mp4	What color is the chair in the room at the beginning of the video?	Red	['Red', 'Green', 'Yellow', 'White']	208	(A) Red
plotQA	video/1_plotQA	426.0	en_tv_20.mp4	What color is the coat of the man with a black hat in the amusement park?	Green	['Yellow', 'White', 'Green', 'Blue']	366	(D) Blue
plotQA	video/1_plotQA	426.0	en_tv_20.mp4	What color is the hair of the woman who walks into the room in the movie?	Yellow	['Yellow', 'Green', 'White', 'Black']	537	(D) Black
topic_reasoning	video/7_topic_reasoning	426.0	en_tv_20.mp4	In what setting does the scene in the video take place?	City	['Forest', 'Snowy Mountain', 'City', 'Island']	1931	(C) City
topic_reasoning	video/7_topic_reasoning	426.0	en_tv_20.mp4	What genre of movie is the clip in the video from?	Action	['War', 'Documentary', 'Action', 'Horror']	2076	(D) Horror
plotQA	video/1_plotQA	421.0	en_tv_4.mp4	In the laboratory, what were the two people talking about and were attracted to at the same time?	The information displayed on the screen	['Attracted by another person in the lab', 'Attracted by the preliminary results of a microbial experiment', 'Attracted by some kind of chemical in the lab', 'The information displayed on the screen']	189	(A) Attracted by another person in the lab
plotQA	video/1_plotQA	421.0	en_tv_4.mp4	After the woman shot at the man, what happened to the woman?	The woman slipped and was caught by the man again	['The woman slipped and was caught by the man again', 'The woman successfully escaped', 'The woman was killed by others while running away', 'The woman was caught by the police while running away']	191	(D) The woman was caught by the police while running away
plotQA	video/1_plotQA	421.0	en_tv_4.mp4	Under the bridge tunnel, what did the woman do during her interaction with the man?	She shot at the man with a gun	['She shot at the man with a gun', 'The woman turned around and left the bridge tunnel', 'The woman hugged the man', 'The woman lost control of her emotions']	267	(B) The woman turned around and left the bridge tunnel
topic_reasoning	video/7_topic_reasoning	421.0	en_tv_4.mp4	When does the event in the video take place?	Evening	['Noon', 'Evening', 'Early morning', 'Afternoon']	2088	(B) Evening
plotQA	video/1_plotQA	338.0	movie101_56.mp4	What is on the woman's table that makes the man angry?	Pass	['Water bottle', 'Pass', 'ID card', 'Train ticket']	195	(C) ID card
plotQA	video/1_plotQA	338.0	movie101_56.mp4	What is the man's emotion at the beginning?	Angry	['Angry', 'Excited', 'Sad', 'Neutral']	356	(C) Sad
plotQA	video/1_plotQA	338.0	movie101_56.mp4	What color is the man's clothes when he arrives at the woman's house?	Black	['Red', 'Yellow', 'White', 'Black']	528	(D) Black
topic_reasoning	video/7_topic_reasoning	338.0	movie101_56.mp4	What is the main setting of the video?	City	['Countryside', 'Desert', 'City', 'Seaside']	1927	(C) City
plotQA	video/1_plotQA	492.0	en_tv_34.mp4	What color is the clothes of the woman who leaves after the conversation in the video?	Purple	['Grey', 'Purple', 'White', 'Blue']	203	(B) Purple
plotQA	video/1_plotQA	492.0	en_tv_34.mp4	What is the emotion on the face of the allergic woman when the three people return?	Surprised	['Happy', 'Neutral', 'Crying', 'Surprised']	361	(C) Crying
plotQA	video/1_plotQA	492.0	en_tv_34.mp4	What is the mood of the woman who leaves after the conversation in the video?	Angry	['Scared', 'Angry', 'Crying', 'Happy']	383	(B) Angry
topic_reasoning	video/7_topic_reasoning	492.0	en_tv_34.mp4	Where is the setting of the video story?	City	['Desert', 'Seaside', 'Countryside', 'City']	2108	(D) City
plotQA	video/1_plotQA	346.0	movie101_12.mp4	What color is the incense burner in the video?	Black	['White', 'Black', 'Yellow', 'Blue']	206	(B) Black
plotQA	video/1_plotQA	346.0	movie101_12.mp4	What color of top does the woman who is doing the makeup in the video wear?	Blue	['Yellow', 'Blue', 'Green', 'White']	279	(C) Green
plotQA	video/1_plotQA	346.0	movie101_12.mp4	What color of hat does the person chatting with the seated man in the video wear?	Black	['White', 'Blue', 'Yellow', 'Black']	384	(D) Black
plotQA	video/1_plotQA	346.0	movie101_12.mp4	What color of skirt does the woman who is doing the makeup in the video wear?	Pink	['Pink', 'White', 'Blue', 'Yellow']	456	(A) Pink
topic_reasoning	video/7_topic_reasoning	346.0	movie101_12.mp4	What is the weather in the scene of the video?	Sunny	['Foggy', 'Snowy', 'Rainy', 'Sunny']	1958	(A) Foggy
plotQA	video/1_plotQA	545.0	en_tv_10.mp4	What is the woman in the plaid shirt watching inside the house?	Surveillance video	['Book', 'Surveillance video', 'Movie', 'Newspaper']	210	(B) Surveillance video
plotQA	video/1_plotQA	545.0	en_tv_10.mp4	At the beginning of the video, what do the two men not find on the street?	Watch	['Cell phone', 'Vehicle', 'Corpse', 'Watch']	242	(B) Vehicle
plotQA	video/1_plotQA	545.0	en_tv_10.mp4	At the end of the video, what is the mood of the woman in the plaid shirt when she talks to the man with a scar on his face?	Excited	['Excited', 'Scared', 'Excited', 'Nervous']	387	(B) Scared
topic_reasoning	video/7_topic_reasoning	545.0	en_tv_10.mp4	What type of video is this?	Movie clip	['Documentary', 'Cartoon', 'Movie clip', 'Stage play']	2027	(C) Movie clip
plotQA	video/1_plotQA	693.0	movie101_6.mp4	What color pants does the woman wear when walking the dog?	Red	['Red', 'Yellow', 'White', 'Green']	212	(C) White
plotQA	video/1_plotQA	693.0	movie101_6.mp4	What color is the car the man drives in the video?	Black	['Green', 'Black', 'White', 'Yellow']	214	(B) Black
plotQA	video/1_plotQA	693.0	movie101_6.mp4	Does the scene where several people are having a barbecue together take place during the day or at night?	Night	['Morning', 'Dawn', 'Night', 'Evening']	218	(C) Night
plotQA	video/1_plotQA	693.0	movie101_6.mp4	In the scene where the protagonist woman is shopping for clothes in a mall, does she wear glasses?	No	['Wears glasses', 'Wears a hat', 'No', 'Wears gloves']	222	(A) Wears glasses
plotQA	video/1_plotQA	607.0	movie101_102.mp4	What are the monks doing on the battlefield at the start of the video?	Treating the wounded	['Chanting', 'Blowing the horn', 'Treating the wounded', 'Fighting']	216	(C) Treating the wounded
plotQA	video/1_plotQA	607.0	movie101_102.mp4	What is the final fate of the wounded?	Shot dead by the soldier	['Escaped', 'Recovered', 'Shot dead by the soldier', 'Died']	372	(C) Shot dead by the soldier
plotQA	video/1_plotQA	607.0	movie101_102.mp4	Why does the horse-riding soldier enter the temple?	To pursue the wounded	['To eat', 'To rest', 'To pursue the wounded', 'To steal']	393	(C) To pursue the wounded
topic_reasoning	video/7_topic_reasoning	607.0	movie101_102.mp4	Where does the main event in the video take place?	Temple	['School', 'Temple', 'Desert', 'Forest']	2019	(B) Temple
